port_cluster,centroid_lat,centroid_lon,n_stay_points,avg_duration_hours,matched_port_name,distance_to_port_km,is_validated_port
83.0,34.00617802182505,-77.95313302383109,67.0,52.39054726368159,,11.549875460084447,False
119.0,41.8008914331985,-73.9495468724843,65.0,18.3051282051282,,11.218678490051355,False
189.0,49.34621665904141,-126.0576959426899,64.0,19.822916666666664,AHOUSAT,7.022517929573216,True
185.0,41.91046747092336,-80.78795511980164,64.0,34.1875,ASHTABULA,1.5324281439590937,True
455.0,28.581111532741104,-94.2844933193065,63.0,9.95767195767196,,95.10761686381213,False
421.0,27.677218257333397,-90.79983007514326,63.0,14.354497354497353,,86.4859040059306,False
238.0,41.853906794771085,-83.14000532682014,62.0,16.314516129032256,,16.339338627365038,False
450.0,29.44722191504389,-92.0728748025607,62.0,9.228494623655914,,87.44302397851769,False
92.0,39.58961789505681,-73.52094293207023,61.0,8.625683060109289,,53.323106520253724,False
281.0,28.630078575924816,-91.02555836451997,61.0,9.950819672131148,,37.58039190924246,False
207.0,36.920622512431,-76.17702821326219,61.0,127.95901639344262,,13.464115899764533,False
420.0,29.91875941032481,-91.8390088712556,61.0,29.89344262295082,,64.78477281853198,False
390.0,27.818421751006703,-94.32127026431962,60.0,12.08611111111111,,160.10581078763,False
428.0,28.88140202696072,-89.07031514177977,60.0,7.927777777777778,,89.56291585041562,False
212.0,18.491499656106807,-93.429054814837,60.0,7.058333333333334,,23.315986031761526,False
254.0,28.01159354093583,-89.17082021687487,59.0,20.56779661016949,,127.41494920027495,False
394.0,28.305308413966,-91.63040540070148,59.0,6.3276836158192085,,92.43511925389556,False
198.0,43.46330965404898,-76.51315689523476,59.0,21.53107344632768,OSWEGO,0.4686324560112588,True
313.0,46.1487376195574,-124.42245566120856,59.0,3.903954802259887,,33.224426305222394,False
222.0,25.854340149049047,-79.2157328933404,58.0,11.209770114942527,,85.35508645989457,False
87.0,29.74872843269704,-88.29400053258118,57.0,49.38304093567252,,71.82462381075459,False
219.0,48.7481088176757,-122.5190416968935,57.0,54.30701754385965,BELLINGHAM,1.4118345591264307,True
423.0,28.97299349289528,-89.81712659624641,57.0,5.865497076023392,,21.829126075475404,False
340.0,18.19664482656147,-63.09826174787032,57.0,7.280701754385965,,14.538718110753285,False
440.0,28.50127752750736,-91.09997917096014,56.0,4.529761904761904,,39.50856696132284,False
329.0,46.71388941288614,-84.48577918056704,56.0,14.726190476190476,GOULAIS BAY,2.418557199109617,True
149.0,30.401651482232584,-87.2090159748215,56.0,106.14285714285714,PENSACOLA,0.7564112838927287,True
430.0,29.379048160546173,-91.76695479788118,56.0,5.220238095238095,,64.09099777808353,False
335.0,46.65071833375862,-84.97400493882456,55.0,8.77878787878788,,37.30152148520088,False
362.0,28.23174262344093,-88.79101415245877,55.0,17.093939393939394,,139.92316098143706,False
